"","stat.Text","stat.label"
"1091","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"1092","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"1093","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1094","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1095","Interesting Both Sides Are So Different CNN FOXNewsUS TrumpRally News trumpdays Trump PresidentTrump","positive"
"1096","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"1097","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"1098","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"1099","EightYear Assault on Gun Rights Is Over according to Trump iPaeqxRuc NRAAM PresidentTrump gunrights","neutral"
"1100","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"1101","MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets quFcx","positive"
"1102","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"1103","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"1104","Gee I just love this man Hes working overtime to MAGAyoure truly our wonderful PresidentTrump","positive"
"1105","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1106","LawandOrder is back in the USA PresidentTrump AGSessions Tuipcr","neutral"
"1107","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"1108","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"1109","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1110","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1111","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"1112","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1113","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1114","PresidentTrump absolutely looking at breakingup thCircuitJUST DO ITThank you AmericaFirst MAGA","neutral"
"1115","Im disappointed w PresidentTrumps actions sick of pandering to israel and what does he do BuildTheWall arou bolRGxz","negative"
"1116","WHCD the nerdprom was all about the fakenewsmediapresidentTrump went to his own party where he was the Star Stayfocused president","neutral"
"1117","PJVzFrSlJ The FirstDays marker is an old gimmick But with it PresidentTrump is doing better than expected tcot MAGA","neutral"
"1118","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1119","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1120","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay","positive"
"1121","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1122","California College Republicans hold annual conference in SanJose on PresidentTrumps th day in office ZbPRXVLAW Trump","positive"
"1123","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1124","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1125","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention","neutral"
"1126","Breaks my heart PresidentTrump is skipping VFN Correspondents Dinner to go to a rally for the peopleNOTLove","negative"
"1127","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1128","PresidentTrump has ordered an airstrike against the WhiteHouseCorrespondentsDinnerWordsHurt TruthHurts","neutral"
"1129","Trump trolls White House Correspondents Dinnervideo LdGRxq","positive"
"1130","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"1131","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"1132","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"1133","climatemarch In Bostonaround the US people marching for climatechange awareness on PresidentTrumps th Day in","neutral"
"1134","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"1135","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1136","Im sorry did Hillary win I would love to have Pocahontas run init will guaranteeyears of Trump EXOYeitao","positive"
"1137","Loved the poem about the snake Only PresidentTrump can entertainwith a poem harrisburgrally TrumpRally Harrisburg POTUS MAGA","positive"
"1138","Interesting Both Sides Are So Different CNN FOXNewsUS TrumpRally News trumpdays TrumpkdmUgHaNS","positive"
"1139","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1140","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1141","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1142","Give it Up Bobo PresidentTrump","neutral"
"1143","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1144","AmenIt sure did Karma is a BITCH isnt it BarryPresidentTrump","negative"
"1145","Some HillaryClinton fans saying PresidentTrump used KKK language Just meaningless talking point Hillary never recognized any key issue","negative"
"1146","PresidentTrump chose his people his base over the media celebsfake politicians We love youdeeply apprecia bMXVFTOPn","positive"
"1147","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump AmericanPride TrumpEf","positive"
"1148","We love PresidentTrumpSoWqmlGp","positive"
"1149","We love PresidentTrumpSoWqmlGp","positive"
"1150","PresidentTrump chose his people his base over the media celebsfake politicians We love youdeeply MiURzYEiU","positive"
"1151","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"1152","USA is now under new management PresidentTrumpteam MAGA ulJEHouQmg","neutral"
"1153","Energy EconomicFreedom
PresidentTrumps FirstDays In OilandGas Elections Really Do Matter
jxeAdMlcttcot PJNET","neutral"
"1154","FakeNews Presstitutes MSMLies about PresidentTrump fELBWTTp","neutral"
"1155","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"1156","Crowd throw Russian flags in the air at Trumps globalist rally PresidentTrump KEGUkjMrtl","neutral"
"1157","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"1158","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1159","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1160","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1161","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"1162","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"1163","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump ryUPdMH","positive"
"1164","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1165","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"1166","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1167","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"1168","EnergyOffshoreEnergy Shale
PresidentTrump Opens Door to More Offshore Oil But Shale Still King
L","neutral"
"1169","Make America Great AgainGodBlessAmericaMAGAPresidentTrump FSDzDh","positive"
"1170","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"1171","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1172","EnergyOffshoreEnergy Shale
PresidentTrump Opens Door to More Offshore Oil But Shale Still King
L","neutral"
"1173","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1174","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1175","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A","neutral"
"1176","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1177","Right Wing Daily Sen Elizabeth Warren DMA said she dvIrlXakF","positive"
"1178","FakeNews Presstitutes MSMLies about PresidentTrump fELBWTTp","neutral"
"1179","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1180","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President","positive"
"1181","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1182","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1183","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump","positive"
"1184","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention","neutral"
"1185","Clean your glasses oh jealous one Again PresidentTrump gave a shout out to the FakeNewsWlwdUW","neutral"
"1186","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst","positive"
"1187","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist","positive"
"1188","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1189","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1190","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr","neutral"
"1191","White supremacist must be the new name for folks of all colors ages genders and heritage That was the harrisburgrally PresidentTrump","neutral"
"1192","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1193","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
"1194","PresidentTrump has ordered an airstrike against the WhiteHouseCorrespondentsDinnerWordsHurt TruthHurts","neutral"
"1195","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs","neutral"
